Roll_Number,Student_Name,Attendance_Percentage,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Result,Risk_Level
STU71683,Adnan Bhatti,59.0,15.0,14.0,30.0,29.0,Pass,Low Risk
STU59106,Tahira Saeed,75.0,10.0,14.0,24.0,22.0,Pass,Low Risk
STU90052,Ehsan Raza,82.0,15.0,12.0,21.0,22.0,Pass,Low Risk
STU45522,Raheel Dar,71.0,10.0,16.0,22.0,29.0,Pass,Low Risk
STU12622,Danish Orakzai,79.0,16.0,12.0,16.0,18.0,Pass,Medium Risk
STU87687,Sohail Awan,72.0,13.0,9.0,20.0,12.0,Pass,Medium Risk
STU49047,Sami Malik,53.0,6.0,10.0,14.0,7.0,Fail,High Risk
STU08114,Rashid Ansari,68.0,11.0,14.0,21.0,22.0,Pass,Medium Risk
STU62265,Zainab Ansari,73.0,16.0,17.0,22.0,16.0,Pass,Low Risk
STU56367,Kiran Dar,67.0,9.0,15.0,16.0,25.0,Pass,Medium Risk
STU33052,Mehak Farooq,87.0,14.0,9.0,15.0,24.0,Pass,Medium Risk
STU00981,Rida Nawaz,54.0,13.0,12.0,9.0,18.0,Fail,Medium Risk
STU59460,Khadija Mahmood,88.0,19.0,17.0,20.0,21.0,Pass,Low Risk
STU17672,Bilal Karim,90.0,11.0,16.0,22.0,26.0,Pass,Low Risk
STU66493,Kiran Bhatti,74.0,12.0,17.0,21.0,16.0,Pass,Medium Risk
STU61374,Sadia Tanveer,65.0,12.0,15.0,18.0,12.0,Fail,Medium Risk
STU09809,Daniyal Rashid,83.0,20.0,19.0,30.0,30.0,Pass,Low Risk
STU73407,Anum Mahmood,54.0,8.0,10.0,16.0,18.0,Fail,Medium Risk
STU04472,Tahira Kiani,77.0,11.0,9.0,13.0,11.0,Fail,Medium Risk
STU76900,Usman Nawaz,62.0,11.0,13.0,22.0,14.0,Pass,Medium Risk
STU73118,Javeria Marwat,86.0,20.0,16.0,29.0,24.0,Pass,Low Risk
STU87712,Mishal Ghori,78.0,17.0,19.0,24.0,18.0,Pass,Low Risk
STU27881,Basit Butt,56.0,8.0,7.0,13.0,8.0,Fail,High Risk
STU29464,Naveed Lodhi,75.0,14.0,17.0,29.0,21.0,Pass,Low Risk
STU49930,Naveed Sheikh,68.0,11.0,6.0,26.0,18.0,Pass,Medium Risk
STU86400,Palwasha Raza,42.0,12.0,9.0,16.0,18.0,Fail,Medium Risk
STU08677,Amina Chaudhry,66.0,20.0,15.0,30.0,22.0,Pass,Low Risk
STU81018,Sara Chaudhry,70.0,11.0,9.0,25.0,23.0,Pass,Medium Risk
STU88537,Bisma Tanveer,84.0,14.0,14.0,23.0,21.0,Pass,Low Risk
STU87758,Unknown Student,61.0,12.0,11.0,18.0,16.0,Pass,Medium Risk
STU04317,Amina Lodhi,80.0,17.0,14.0,20.0,26.0,Pass,Low Risk
STU62333,Rimsha Pervez,69.0,16.0,14.0,22.0,16.0,Pass,Low Risk
STU41741,Quratulain Pasha,64.0,12.0,19.0,24.0,21.0,Pass,Low Risk
STU89200,Warda Hashmi,69.0,9.0,14.0,19.0,17.0,Pass,Medium Risk
STU91793,Iram Pervez,75.0,20.0,17.0,30.0,30.0,Pass,Low Risk
STU92824,Yousuf Karim,74.0,11.0,15.0,25.0,25.0,Fail,Low Risk
STU41995,Fahad Bajwa,87.0,16.0,9.0,18.0,22.0,Pass,Low Risk
STU83121,Shoaib Niazi,100.0,15.0,13.0,19.0,17.0,Pass,Low Risk
STU70121,Mariam Hameed,70.0,16.0,11.0,22.0,25.0,Pass,Low Risk
STU87947,Tariq Pasha,72.0,20.0,20.0,26.0,20.0,Pass,Low Risk
STU44056,Dua Gill,94.0,20.0,20.0,30.0,29.0,Pass,Low Risk
STU96627,Hira Niazi,50.0,14.0,16.0,16.0,17.0,Pass,Medium Risk
STU00394,Farah Tanveer,79.0,15.0,17.0,30.0,30.0,Pass,Low Risk
STU26001,Javeria Durrani,82.0,16.0,18.0,28.0,29.0,Pass,Low Risk
STU20011,Jawad Soomro,65.0,20.0,14.0,19.0,18.0,Pass,Low Risk
STU83810,Lubna Saeed,82.0,18.0,10.0,30.0,30.0,Pass,Low Risk
STU74591,Talha Soomro,84.0,15.0,16.0,26.0,26.0,Pass,Low Risk
STU20814,Kinza Bajwa,80.0,15.0,15.0,19.0,22.0,Fail,Low Risk
STU04594,Khadija Hashmi,63.0,12.0,15.0,18.0,18.0,Pass,Medium Risk
STU57880,Rashid Nawaz,59.0,10.0,8.0,18.0,11.0,Fail,Medium Risk
STU83597,Arslan Lodhi,91.0,19.0,18.0,17.0,26.0,Pass,Low Risk
STU06087,Yasir Mirza,59.0,11.0,7.0,10.0,17.0,Pass,High Risk
STU72329,Hira Pervez,60.0,11.0,15.0,14.0,23.0,Pass,Medium Risk
STU00105,Danish Khan,74.0,16.0,14.0,20.0,27.0,Pass,Low Risk
STU21599,Wajeeha Warraich,84.0,15.0,14.0,13.0,22.0,Pass,Medium Risk
STU79258,Yumna Ahmed,92.0,18.0,20.0,27.0,23.0,Pass,Low Risk
STU37760,Saba Yousafzai,75.0,20.0,17.0,30.0,22.0,Pass,Low Risk
STU74262,Zaid Qazi,60.0,15.0,16.0,17.0,18.0,Pass,Medium Risk
STU42200,Zaid Karim,83.0,16.0,16.0,26.0,19.0,Pass,Low Risk
STU42873,Rimsha Karim,71.0,15.0,15.0,29.0,26.0,Pass,Low Risk
STU04665,Komal Awan,44.0,10.0,6.0,7.0,12.0,Fail,High Risk
STU93878,Daniyal Qureshi,98.0,18.0,14.0,30.0,25.0,Pass,Low Risk
STU14128,Adnan Orakzai,78.0,15.0,16.0,22.0,28.0,Pass,Low Risk
STU38843,Saad Ali,83.0,11.0,13.0,13.0,17.0,Fail,Medium Risk
STU96315,Areeba Warraich,100.0,15.0,15.0,26.0,30.0,Pass,Low Risk
STU84787,Hassan Dar,87.0,20.0,20.0,26.0,30.0,Pass,Low Risk
STU76656,Zubair Sheikh,85.0,14.0,13.0,24.0,24.0,Pass,Low Risk
STU04359,Yumna Siddiqui,79.0,20.0,16.0,22.0,25.0,Pass,Low Risk
STU31304,Sehar Farooq,100.0,18.0,20.0,30.0,30.0,Pass,Low Risk
STU98624,Amal Effendi,85.0,8.0,10.0,9.0,10.0,Fail,High Risk
STU33220,Areeba Warraich,76.0,15.0,16.0,21.0,25.0,Pass,Low Risk
STU35911,Rukhsar Qureshi,56.0,8.0,13.0,19.0,14.0,Pass,Medium Risk
STU62404,Hamza Chandio,86.0,15.0,16.0,24.0,30.0,Pass,Low Risk
STU58148,Kashif Iqbal,47.0,17.0,14.0,22.0,21.0,Pass,Medium Risk
STU40335,Kashif Hashmi,57.0,15.0,16.0,23.0,19.0,Pass,Medium Risk
STU05906,Hira Baig,81.0,17.0,13.0,23.0,29.0,Pass,Low Risk
STU03191,Jawad Hussain,53.0,12.0,11.0,15.0,13.0,Fail,Medium Risk
STU39581,Quratulain Pervez,73.0,20.0,15.0,15.0,22.0,Pass,Low Risk
STU31893,Zara Hussain,65.0,13.0,19.0,20.0,22.0,Pass,Low Risk
STU44615,Dua Pasha,100.0,18.0,18.0,25.0,21.0,Fail,Low Risk
STU88356,Mishal Ghori,52.0,8.0,12.0,14.0,15.0,Fail,High Risk
STU76381,Mahnoor Gill,65.0,11.0,18.0,26.0,23.0,Pass,Low Risk
STU26247,Salman Dar,53.0,15.0,14.0,20.0,19.0,Pass,Medium Risk
STU51360,Kiran Butt,67.0,14.0,17.0,25.0,22.0,Pass,Low Risk
STU64155,Zeeshan Nawaz,52.0,6.0,13.0,18.0,11.0,Pass,High Risk
STU_77579,Wajeeha Karim,40.0,1.0,5.0,10.0,13.0,Fail,High Risk
STU31432,Owais Ahmed,75.0,17.0,14.0,23.0,19.0,Pass,Low Risk
STU72979,Rida Saeed,40.0,5.0,1.0,5.0,4.0,Fail,High Risk
STU26642,Farah Chaudhry,80.0,13.0,15.0,20.0,25.0,Pass,Low Risk
STU96459,Naveed Awan,61.0,12.0,11.0,13.0,15.0,Fail,Medium Risk
STU38331,Kashif Yousafzai,99.0,20.0,17.0,30.0,30.0,Pass,Low Risk
STU27619,Rukhsar Tanveer,72.0,20.0,19.0,22.0,30.0,Pass,Low Risk
STU85687,Luqman Mirza,60.0,13.0,10.0,22.0,26.0,Pass,Medium Risk
STU21594,Kashif Junejo,44.0,14.0,19.0,26.0,30.0,Pass,Low Risk
STU20973,Hira Javed,83.0,18.0,13.0,20.0,27.0,Pass,Low Risk
STU46339,Moiz Javed,55.0,18.0,20.0,29.0,28.0,Pass,Low Risk
STU94772,Bushra Farooq,70.0,9.0,15.0,20.0,15.0,Fail,Medium Risk
STU01256,Bilal Leghari,79.0,15.0,20.0,18.0,27.0,Pass,Low Risk
STU11850,Imran Dar,82.0,16.0,15.0,26.0,29.0,Pass,Low Risk
STU10077,Ehsan Rashid,80.0,5.0,4.0,5.0,3.0,Fail,High Risk
STU79079,Tariq Ali,86.0,19.0,18.0,28.0,26.0,Pass,Low Risk
STU11128,Sohail Bhatti,74.0,5.0,10.0,18.0,16.0,Fail,Medium Risk
STU_79742,Unknown Student,91.0,5.0,3.0,9.0,8.0,Fail,High Risk
STU59401,Fajar Sheikh,66.0,14.0,16.0,18.0,9.0,Fail,Medium Risk
STU99455,Aiman Soomro,69.0,13.0,13.0,21.0,15.0,Pass,Medium Risk
STU69857,Kinza Ahmed,51.0,12.0,14.0,13.0,16.0,Pass,Medium Risk
STU94025,Sohail Nawaz,68.0,12.0,10.0,15.0,12.0,Fail,Medium Risk
STU48554,Tariq Abbasi,84.0,20.0,19.0,28.0,26.0,Pass,Low Risk
STU99036,Farhan Baig,86.0,20.0,20.0,22.0,22.0,Pass,Low Risk
STU01555,Ayesha Ahmed,52.0,11.0,11.0,24.0,18.0,Pass,Medium Risk
STU31923,Junaid Khan,62.0,7.0,10.0,16.0,20.0,Fail,Medium Risk
STU16997,Wajeeha Ali,66.0,16.0,13.0,20.0,24.0,Pass,Low Risk
STU62537,Adnan Yousafzai,75.0,11.0,14.0,16.0,21.0,Pass,Medium Risk
STU84190,Sundas Nawaz,58.0,9.0,9.0,16.0,19.0,Pass,Medium Risk
STU88642,Qasim Rashid,100.0,20.0,16.0,30.0,26.0,Pass,Low Risk
STU20438,Osha Saeed,69.0,18.0,18.0,26.0,22.0,Pass,Low Risk
STU23293,Yousuf Effendi,56.0,13.0,15.0,20.0,16.0,Fail,Medium Risk
STU37668,Kinza Baig,44.0,15.0,9.0,14.0,18.0,Fail,Medium Risk
STU34474,Sobia Hameed,85.0,12.0,19.0,27.0,30.0,Pass,Low Risk
STU19287,Sara Rana,55.0,13.0,12.0,23.0,19.0,Pass,Medium Risk
STU23247,Fawad Sabir,87.0,18.0,20.0,25.0,30.0,Pass,Low Risk
STU53566,Nasir Bajwa,81.0,20.0,20.0,25.0,30.0,Pass,Low Risk
STU18392,Palwasha Pasha,75.0,14.0,18.0,21.0,25.0,Pass,Low Risk
STU49087,Saad Mirza,85.0,20.0,16.0,24.0,27.0,Pass,Low Risk
STU84135,Palwasha Ali,90.0,12.0,12.0,29.0,23.0,Pass,Low Risk
STU11064,Momina Abbasi,86.0,14.0,15.0,29.0,28.0,Pass,Low Risk
STU65542,Yumna Malik,92.0,20.0,20.0,30.0,29.0,Pass,Low Risk
STU_66443,Hira Sabir,49.0,8.0,5.0,14.0,13.0,Fail,High Risk
STU66862,Nasir Pervez,86.0,18.0,17.0,17.0,30.0,Pass,Low Risk
STU21326,Adnan Qureshi,75.0,15.0,17.0,23.0,30.0,Pass,Low Risk
STU18166,Hira Ansari,48.0,8.0,8.0,14.0,18.0,Fail,High Risk
STU77914,Talha Marwat,63.0,13.0,14.0,18.0,19.0,Pass,Medium Risk
STU88802,Luqman Pasha,77.0,15.0,12.0,23.0,30.0,Pass,Low Risk
STU43762,Noor Yousafzai,65.0,20.0,14.0,28.0,27.0,Pass,Low Risk
STU52716,Sohail Javed,83.0,14.0,15.0,24.0,23.0,Pass,Low Risk
STU06501,Adeel Jafri,54.0,8.0,6.0,11.0,19.0,Fail,High Risk
STU95863,Gulnaz Lodhi,60.0,14.0,14.0,21.0,27.0,Pass,Low Risk
STU82986,Rida Ali,59.0,11.0,12.0,25.0,21.0,Pass,Medium Risk
STU55201,Bisma Rashid,75.0,17.0,11.0,22.0,21.0,Pass,Low Risk
STU96488,Moiz Raza,82.0,12.0,19.0,20.0,17.0,Pass,Low Risk
STU47268,Gulnaz Mahmood,58.0,18.0,15.0,23.0,28.0,Pass,Low Risk
STU40717,Zaid Rana,62.0,10.0,14.0,17.0,15.0,Fail,Medium Risk
STU26231,Mahnoor Siddiqui,62.0,13.0,11.0,18.0,18.0,Pass,Medium Risk
STU51902,Talha Hussain,75.0,14.0,13.0,21.0,18.0,Pass,Medium Risk
STU04282,Hamza Rashid,72.0,13.0,16.0,21.0,21.0,Pass,Low Risk
STU87589,Khadija Rashid,100.0,17.0,18.0,26.0,29.0,Pass,Low Risk
STU40344,Aamir Effendi,84.0,14.0,15.0,30.0,30.0,Pass,Low Risk
STU65119,Ibrahim Hussain,46.0,16.0,14.0,27.0,29.0,Pass,Low Risk
STU23403,Quratulain Qazi,69.0,16.0,9.0,24.0,20.0,Pass,Low Risk
STU69561,Zain Waheed,75.0,12.0,15.0,7.0,15.0,Fail,Medium Risk
STU81348,Moiz Siddiqui,72.0,15.0,15.0,23.0,24.0,Pass,Low Risk
STU17974,Fajar Jafri,83.0,14.0,16.0,22.0,21.0,Pass,Low Risk
STU26729,Hina Leghari,59.0,13.0,10.0,19.0,12.0,Pass,Medium Risk
STU39270,Yasir Karim,87.0,19.0,20.0,25.0,30.0,Pass,Low Risk
STU69403,Faisal Cheema,100.0,19.0,20.0,30.0,30.0,Pass,Low Risk
STU03237,Aiman Karim,57.0,6.0,11.0,17.0,17.0,Pass,Medium Risk
STU17760,Gulnaz Hameed,95.0,16.0,11.0,30.0,24.0,Pass,Low Risk
STU16182,Hamid Javed,75.0,20.0,20.0,30.0,28.0,Pass,Low Risk
STU53460,Osha Bhatti,97.0,20.0,18.0,30.0,30.0,Pass,Low Risk
STU91945,Talha Butt,77.0,14.0,13.0,21.0,19.0,Pass,Low Risk
STU57585,Hira Qureshi,84.0,19.0,18.0,30.0,29.0,Pass,Low Risk
STU67087,Zara Kiani,64.0,15.0,18.0,30.0,22.0,Pass,Low Risk
STU40650,Osha Nawaz,45.0,10.0,14.0,22.0,15.0,Pass,Medium Risk
STU95044,Zainab Pasha,77.0,13.0,19.0,21.0,23.0,Pass,Low Risk
STU89773,Basit Rind,74.0,17.0,19.0,23.0,22.0,Pass,Low Risk
STU97957,Imran Iqbal,96.0,17.0,12.0,22.0,30.0,Pass,Low Risk
STU73405,Imran Qureshi,67.0,12.0,8.0,11.0,17.0,Fail,Medium Risk
STU64537,Uzma Effendi,80.0,11.0,17.0,14.0,16.0,Pass,Medium Risk
STU09787,Talha Qureshi,59.0,11.0,13.0,15.0,21.0,Pass,Medium Risk
STU89596,Eman Yousafzai,100.0,17.0,18.0,25.0,26.0,Pass,Low Risk
STU86897,Jawad Javed,67.0,19.0,14.0,16.0,19.0,Pass,Medium Risk
STU30823,Sehar Siddiqui,62.0,12.0,8.0,18.0,17.0,Pass,Medium Risk
STU-64746,Rizwan Hashmi,73.0,15.0,14.0,25.0,20.0,Pass,Low Risk
STU70244,Rashid Ghori,70.0,19.0,20.0,25.0,27.0,Pass,Low Risk
STU84526,Mishal Niazi,76.0,20.0,20.0,26.0,30.0,Pass,Low Risk
STU20018,Faisal Effendi,61.0,13.0,16.0,9.0,22.0,Pass,Medium Risk
STU91093,Amal Pasha,100.0,15.0,20.0,30.0,26.0,Pass,Low Risk
STU47532,Sami Warraich,88.0,17.0,20.0,30.0,29.0,Pass,Low Risk
STU68513,Salman Durrani,75.0,10.0,11.0,12.0,15.0,Fail,Medium Risk
STU38086,Hassan Raza,85.0,20.0,16.0,30.0,30.0,Pass,Low Risk
STU37293,Mishal Qureshi,75.0,16.0,13.0,25.0,24.0,Pass,Low Risk
STU68305,Yasir Raza,79.0,15.0,18.0,25.0,30.0,Pass,Low Risk
STU20538,Yasir Yousafzai,73.0,14.0,20.0,28.0,27.0,Pass,Low Risk
STU56606,Mahnoor Leghari,68.0,12.0,14.0,21.0,18.0,Pass,Medium Risk
STU-60362,Anum Chaudhry,75.0,10.0,14.0,6.0,12.0,Fail,Medium Risk
STU55108,Mehak Dar,100.0,14.0,15.0,17.0,18.0,Pass,Low Risk
STU01266,Huma Javed,78.0,20.0,15.0,30.0,30.0,Pass,Low Risk
STU56502,Ali Sheikh,82.0,17.0,20.0,27.0,24.0,Pass,Low Risk
STU61757,Sara Mirza,67.0,20.0,18.0,29.0,28.0,Pass,Low Risk
STU28591,Fatima Marwat,89.0,10.0,13.0,25.0,24.0,Pass,Low Risk
STU36261,Quratulain Ahmed,75.0,14.0,17.0,24.0,18.0,Pass,Low Risk
STU82069,Unknown Student,92.0,18.0,13.0,26.0,29.0,Pass,Low Risk
STU01881,Iram Hussain,84.0,19.0,20.0,23.0,30.0,Pass,Low Risk
STU42827,Bilal Mirza,61.0,16.0,12.0,23.0,26.0,Pass,Low Risk
STU04463,Aamir Hameed,48.0,7.0,15.0,10.0,11.0,Pass,High Risk
STU77434,Farhan Javed,52.0,10.0,11.0,16.0,19.0,Fail,Medium Risk
STU12476,Rimsha Leghari,85.0,20.0,20.0,27.0,28.0,Pass,Low Risk
STU19729,Noor Hameed,61.0,12.0,14.0,21.0,27.0,Pass,Medium Risk
STU01576,Lubna Qazi,82.0,14.0,19.0,30.0,22.0,Pass,Low Risk
STU27203,Asad Mirza,85.0,20.0,16.0,25.0,19.0,Pass,Low Risk
STU97899,Aiman Butt,92.0,12.0,18.0,14.0,22.0,Pass,Low Risk
STU95987,Basit Karim,79.0,16.0,19.0,30.0,30.0,Pass,Low Risk
STU14568,Fawad Raza,80.0,18.0,16.0,18.0,23.0,Pass,Low Risk
STU28499,Hamid Chandio,52.0,10.0,12.0,22.0,19.0,Pass,Medium Risk
STU51964,Haris Bhatti,75.0,13.0,11.0,19.0,20.0,Pass,Medium Risk
STU95258,Moiz Qazi,50.0,16.0,10.0,19.0,23.0,Pass,Medium Risk
STU12524,Usman Iqbal,89.0,0.0,0.0,1.0,8.0,Fail,High Risk
STU61978,Rida Tanveer,46.0,11.0,14.0,19.0,14.0,Pass,Medium Risk
STU38710,Sohail Kiani,75.0,9.0,9.0,20.0,23.0,Pass,Medium Risk
STU54367,Wasi Rind,74.0,18.0,19.0,25.0,25.0,Pass,Low Risk
STU61465,Huma Khan,84.0,16.0,16.0,28.0,29.0,Pass,Low Risk
STU73779,Jawad Niazi,65.0,8.0,12.0,15.0,21.0,Pass,Medium Risk
STU47998,Yasir Malik,81.0,12.0,13.0,23.0,18.0,Pass,Low Risk
STU10943,Danish Yousaf,63.0,17.0,15.0,22.0,26.0,Pass,Low Risk
STU08737,Saba Farooq,69.0,12.0,9.0,19.0,22.0,Pass,Medium Risk
STU54144,Sohail Qureshi,63.0,13.0,12.0,17.0,12.0,Fail,Medium Risk
STU23462,Rabia Cheema,80.0,11.0,14.0,20.0,23.0,Pass,Medium Risk
STU74547,Zaid Qazi,45.0,13.0,11.0,8.0,15.0,Pass,High Risk
STU91378,Ayesha Siddiqui,60.0,12.0,17.0,20.0,22.0,Pass,Medium Risk
STU45667,Zubair Rana,57.0,14.0,10.0,15.0,13.0,Fail,Medium Risk
STU47297,Jawad Hashmi,85.0,18.0,15.0,24.0,27.0,Pass,Low Risk
STU03121,Ahmed Effendi,92.0,20.0,15.0,22.0,30.0,Pass,Low Risk
STU34478,Noor Cheema,69.0,13.0,16.0,22.0,22.0,Pass,Low Risk
STU19808,Sadia Nawaz,100.0,20.0,19.0,24.0,27.0,Pass,Low Risk
STU08563,Sami Sheikh,80.0,16.0,15.0,23.0,26.0,Pass,Low Risk
STU94268,Kamran Abbasi,88.0,18.0,20.0,30.0,30.0,Pass,Low Risk
STU01510,Sana Chaudhry,69.0,16.0,13.0,22.0,16.0,Pass,Medium Risk
STU48497,Aamir Javed,80.0,20.0,18.0,30.0,29.0,Pass,Low Risk
STU22394,Quratulain Qureshi,78.0,20.0,18.0,30.0,25.0,Pass,Low Risk
STU71128,Asad Bajwa,88.0,18.0,19.0,30.0,30.0,Pass,Low Risk
STU18162,Asif Leghari,74.0,19.0,16.0,29.0,24.0,Pass,Low Risk
STU26116,Iram Farooq,79.0,19.0,19.0,24.0,28.0,Pass,Low Risk
STU63542,Uzma Soomro,54.0,7.0,8.0,9.0,8.0,Fail,High Risk
STU-20920,Quratulain Orakzai,53.0,7.0,11.0,17.0,15.0,Fail,Medium Risk
STU15692,Abdullah Rashid,61.0,6.0,8.0,14.0,16.0,Fail,High Risk
STU78752,Sami Waheed,81.0,19.0,14.0,21.0,23.0,Pass,Low Risk
STU36308,Ibrahim Waheed,71.0,15.0,9.0,23.0,17.0,Pass,Medium Risk
STU20491,Yumna Pasha,79.0,12.0,14.0,21.0,16.0,Pass,Medium Risk
STU50294,Owais Marwat,61.0,16.0,12.0,14.0,18.0,Pass,Medium Risk
STU08241,Sami Hameed,89.0,18.0,18.0,24.0,29.0,Pass,Low Risk
STU03756,Bisma Javed,64.0,14.0,17.0,20.0,13.0,Pass,Medium Risk
STU45200,Maria Junejo,77.0,16.0,16.0,16.0,26.0,Pass,Low Risk
STU35834,Noman Ansari,91.0,19.0,17.0,27.0,21.0,Pass,Low Risk
STU83290,Zaid Sabir,87.0,20.0,20.0,28.0,30.0,Pass,Low Risk
STU29290,Rizwan Yousaf,71.0,12.0,14.0,16.0,22.0,Pass,Medium Risk
STU17352,Ayesha Farooq,59.0,10.0,15.0,18.0,24.0,Pass,Medium Risk
STU86447,Anas Iqbal,97.0,19.0,20.0,30.0,28.0,Pass,Low Risk
STU40634,Palwasha Nawaz,58.0,16.0,15.0,18.0,21.0,Pass,Medium Risk
STU98250,Rimsha Mahmood,75.0,13.0,13.0,22.0,23.0,Pass,Low Risk
STU45626,Wasi Pervez,51.0,13.0,12.0,18.0,18.0,Pass,Medium Risk
STU48854,Amber Iqbal,50.0,18.0,14.0,24.0,25.0,Pass,Low Risk
STU21550,Luqman Malik,96.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU02054,Abdullah Pervez,95.0,3.0,3.0,6.0,8.0,Fail,High Risk
STU30679,Danish Sheikh,74.0,14.0,15.0,20.0,27.0,Pass,Low Risk
STU19053,Yousuf Dar,86.0,15.0,12.0,21.0,22.0,Pass,Low Risk
STU56199,Omar Saeed,63.0,15.0,13.0,26.0,25.0,Pass,Low Risk
STU33270,Sana Gill,60.0,14.0,14.0,18.0,22.0,Pass,Medium Risk
STU45030,Tariq Chandio,83.0,11.0,12.0,20.0,25.0,Pass,Medium Risk
STU47842,Umair Niazi,68.0,13.0,9.0,21.0,22.0,Pass,Medium Risk
STU88438,Ali Sabir,62.0,8.0,8.0,14.0,22.0,Fail,Medium Risk
STU68947,Fahad Iqbal,77.0,12.0,11.0,18.0,23.0,Pass,Medium Risk
STU08903,Tahira Ghori,59.0,20.0,11.0,24.0,20.0,Pass,Low Risk
STU72657,Usman Iqbal,49.0,14.0,12.0,17.0,11.0,Fail,Medium Risk
STU46073,Kinza Ahmed,87.0,16.0,16.0,28.0,22.0,Pass,Low Risk
STU19296,Junaid Pasha,87.0,12.0,15.0,26.0,23.0,Pass,Low Risk
STU94502,Fawad Marwat,72.0,13.0,10.0,15.0,28.0,Pass,Medium Risk
STU47510,Unknown Student,52.0,14.0,9.0,20.0,26.0,Pass,Medium Risk
STU20198,Yousuf Hameed,80.0,17.0,19.0,30.0,29.0,Pass,Low Risk
STU30894,Omar Saeed,75.0,13.0,15.0,15.0,13.0,Pass,Medium Risk
STU08835,Unknown Student,92.0,18.0,13.0,23.0,26.0,Pass,Low Risk
STU44325,Tariq Yousaf,40.0,10.0,13.0,17.0,10.0,Pass,High Risk
STU71559,Hira Qureshi,93.0,16.0,16.0,30.0,20.0,Pass,Low Risk
STU03428,Tahira Tanveer,75.0,20.0,18.0,24.0,22.0,Pass,Low Risk
STU10551,Sadia Rana,81.0,20.0,17.0,23.0,25.0,Pass,Low Risk
STU84605,Umair Baig,71.0,13.0,20.0,27.0,30.0,Pass,Low Risk
STU03563,Wajeeha Farooq,87.0,17.0,15.0,27.0,20.0,Pass,Low Risk
STU45892,Sobia Junejo,81.0,16.0,16.0,30.0,28.0,Pass,Low Risk
STU98895,Amber Sheikh,83.0,17.0,18.0,22.0,21.0,Pass,Low Risk
STU68729,Fahad Qazi,76.0,17.0,13.0,18.0,14.0,Pass,Medium Risk
STU07967,Bushra Sabir,57.0,18.0,17.0,28.0,28.0,Pass,Low Risk
STU95495,Amber Qureshi,100.0,20.0,20.0,27.0,28.0,Pass,Low Risk
STU67483,Hira Talpur,68.0,10.0,14.0,11.0,15.0,Fail,Medium Risk
STU39310,Kinza Yousafzai,70.0,13.0,18.0,20.0,11.0,Pass,Medium Risk
STU17883,Zoya Abbasi,66.0,20.0,19.0,20.0,16.0,Pass,Low Risk
STU55334,Ayesha Effendi,100.0,17.0,15.0,23.0,22.0,Pass,Low Risk
STU59400,Nimra Talpur,49.0,13.0,10.0,5.0,15.0,Fail,High Risk
STU18172,Hina Nawaz,71.0,20.0,19.0,25.0,30.0,Pass,Low Risk
STU13194,Hamza Hussain,91.0,20.0,18.0,30.0,30.0,Pass,Low Risk
STU03775,Fatima Abbasi,98.0,13.0,18.0,24.0,22.0,Fail,Low Risk
STU06692,Yasir Rind,61.0,14.0,12.0,18.0,18.0,Pass,Medium Risk
STU30461,Omar Nawaz,60.0,14.0,13.0,15.0,25.0,Pass,Medium Risk
STU86082,Junaid Awan,89.0,17.0,16.0,21.0,26.0,Pass,Low Risk
STU56467,Kiran Awan,57.0,11.0,8.0,19.0,9.0,Fail,Medium Risk
STU00994,Shoaib Javed,77.0,15.0,16.0,24.0,24.0,Pass,Low Risk
STU06813,Nasir Ansari,93.0,17.0,15.0,29.0,28.0,Pass,Low Risk
STU35676,Abdullah Marwat,66.0,14.0,11.0,20.0,21.0,Pass,Medium Risk
STU41080,Aamir Tanveer,50.0,8.0,10.0,17.0,12.0,Fail,High Risk
STU82724,Raheel Hameed,100.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU24420,Saba Siddiqui,54.0,12.0,12.0,15.0,14.0,Pass,Medium Risk
STU51715,Eman Baig,85.0,15.0,17.0,30.0,25.0,Pass,Low Risk
STU74504,Saba Bajwa,71.0,5.0,10.0,12.0,17.0,Fail,High Risk
STU43297,Kinza Pervez,43.0,11.0,11.0,17.0,19.0,Pass,Medium Risk
STU27242,Yousuf Dar,69.0,11.0,16.0,13.0,23.0,Pass,Medium Risk
STU70915,Usman Leghari,89.0,15.0,15.0,28.0,30.0,Pass,Low Risk
STU99551,Abdullah Junejo,78.0,17.0,16.0,17.0,27.0,Pass,Low Risk
STU44263,Omar Qureshi,86.0,18.0,19.0,21.0,27.0,Pass,Low Risk
STU88557,Fajar Farooq,75.0,20.0,12.0,22.0,23.0,Pass,Low Risk
STU15483,Mahnoor Baig,84.0,9.0,15.0,21.0,19.0,Pass,Medium Risk
STU83638,Hamid Yousaf,85.0,20.0,20.0,23.0,30.0,Pass,Low Risk
STU27818,Adnan Warraich,76.0,15.0,16.0,23.0,23.0,Pass,Low Risk
STU97846,Ehsan Yousaf,89.0,18.0,20.0,28.0,30.0,Pass,Low Risk
STU20989,Quratulain Leghari,79.0,18.0,17.0,30.0,30.0,Pass,Low Risk
STU30457,Zaid Sabir,62.0,18.0,14.0,20.0,18.0,Pass,Medium Risk
STU83950,Omar Nawaz,46.0,9.0,6.0,10.0,13.0,Fail,High Risk
